"ft_black_2016","ft_white_2016","ft_hisp_2016","ft_asian_2016","ft_muslim_2016","ft_jew_2016","ft_christ_2016","ft_fem_2016","ft_immig_2016","ft_blm_2016","ft_wallst_2016","ft_gays_2016","ft_unions_2016","ft_police_2016","ft_altright_2016","ImmFactor"
"3956",41,41,51,90,50,51,50,85,71,50,1,46,91,96,0,"lightly favorable"
"3957",100,100,100,100,81,100,100,0,79,NA,50,80,48,100,50,"favorable"
"3958",71,99,49,49,28,90,50,0,31,0,76,3,28,100,51,"unfavorable"
"3959",50,76,51,70,30,76,73,49,29,NA,5,80,NA,89,NA,"unfavorable"
"3960",90,79,69,77,50,89,99,50,51,40,59,59,7,91,99,"lightly favorable"
"3961",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3962",90,80,100,74,78,90,77,52,99,90,30,74,92,50,6,"favorable"
"3963",50,50,50,50,20,50,50,10,50,2,11,51,5,69,60,"unfavorable"
"3964",99,99,100,99,50,100,100,9,50,1,30,71,2,100,5,"unfavorable"
"3965",69,55,76,72,62,73,84,65,75,73,50,55,70,70,5,"lightly favorable"
"3966",62,NA,45,72,32,90,88,70,70,50,46,52,31,89,NA,"lightly favorable"
"3967",50,51,50,50,50,50,100,5,50,10,50,49,31,100,10,"unfavorable"
"3968",90,50,90,90,75,100,60,90,75,90,0,99,90,85,0,"lightly favorable"
"3969",100,100,99,100,49,98,99,NA,99,NA,69,99,NA,98,95,"favorable"
"3970",100,100,100,100,51,100,100,22,51,3,50,100,38,91,NA,"lightly favorable"
"3971",78,95,75,75,80,86,100,40,68,50,64,0,65,100,77,"lightly favorable"
"3972",75,100,28,56,NA,96,97,0,33,NA,44,16,NA,97,NA,"unfavorable"
"3973",53,99,7,53,6,81,97,75,6,95,6,56,73,97,56,"strongly unfaborable"
"3974",60,60,60,60,60,60,60,NA,60,60,60,60,NA,60,NA,"lightly favorable"
"3975",100,100,100,100,100,100,55,79,100,100,6,100,53,19,NA,"favorable"
"3976",66,97,95,93,25,99,99,35,36,10,50,80,50,100,50,"unfavorable"
"3977",89,NA,91,96,51,90,100,NA,69,NA,NA,NA,NA,99,79,"lightly favorable"
"3978",100,100,73,100,100,99,0,100,75,99,5,100,100,41,3,"lightly favorable"
"3979",1,100,70,85,0,77,99,1,6,1,50,1,1,77,100,"strongly unfaborable"
"3980",50,50,50,50,50,50,50,75,NA,NA,25,50,50,75,NA,NA
"3981",86,51,81,84,98,90,NA,97,97,70,NA,100,66,29,NA,"favorable"
"3982",90,96,95,90,40,95,96,71,75,5,76,25,20,96,20,"lightly favorable"
"3983",100,100,100,100,100,100,52,61,100,70,52,100,100,100,36,"favorable"
"3984",50,50,50,50,50,80,100,12,51,8,50,50,29,99,99,"lightly favorable"
"3985",72,75,80,70,81,72,54,52,70,35,18,69,62,93,13,"lightly favorable"
"3986",98,91,76,48,33,50,86,73,51,98,29,73,87,91,50,"lightly favorable"
"3987",94,61,95,89,91,95,79,100,94,90,2,94,100,85,1,"favorable"
"3988",100,91,100,100,97,99,53,100,100,75,19,100,94,76,0,"favorable"
"3989",100,50,80,61,40,70,100,31,70,80,0,0,50,66,0,"lightly favorable"
"3990",51,50,50,10,5,50,100,1,30,0,1,0,25,100,NA,"unfavorable"
"3991",50,50,51,65,48,66,69,10,50,6,NA,40,10,90,25,"unfavorable"
"3992",50,43,50,80,78,50,15,50,67,68,NA,100,NA,63,NA,"lightly favorable"
"3993",76,79,77,78,78,79,78,80,78,77,52,79,77,77,3,"favorable"
"3994",66,57,79,80,31,25,52,48,40,72,41,50,78,21,1,"unfavorable"
"3995",49,45,48,50,46,45,19,16,34,62,16,50,43,NA,11,"unfavorable"
"3996",50,50,50,50,75,75,80,90,55,75,1,81,70,82,0,"lightly favorable"
"3997",65,65,65,65,6,65,95,0,97,0,9,0,1,51,1,"favorable"
"3998",100,66,93,84,60,80,88,18,92,100,14,93,11,22,1,"favorable"
"3999",99,78,98,95,99,100,45,80,71,83,23,98,90,73,0,"lightly favorable"
"4000",75,81,75,75,0,75,100,0,9,0,14,0,0,100,37,"strongly unfaborable"
"4001",82,72,88,78,81,88,76,52,90,49,29,77,50,11,NA,"favorable"
"4002",67,49,61,51,53,49,20,77,67,70,4,50,80,53,1,"lightly favorable"
"4003",51,70,71,69,13,100,98,52,45,3,24,74,80,100,51,"unfavorable"
"4004",35,62,15,56,2,46,84,20,26,3,5,21,10,75,NA,"unfavorable"
"4005",90,60,84,88,81,76,31,67,81,64,21,84,77,90,1,"favorable"
"4006",6,76,36,41,15,85,95,4,21,0,6,11,6,75,31,"strongly unfaborable"
"4007",34,53,40,53,7,33,88,10,19,6,11,20,10,23,8,"strongly unfaborable"
"4008",100,95,95,96,94,94,39,100,72,60,29,94,81,89,0,"lightly favorable"
"4009",100,100,NA,99,51,100,80,100,51,100,47,100,NA,NA,NA,"lightly favorable"
"4010",51,81,50,49,NA,51,90,NA,70,51,3,51,61,100,50,"lightly favorable"
"4011",51,97,76,76,20,81,97,3,75,3,66,11,5,100,NA,"lightly favorable"
"4012",50,50,50,50,31,50,50,10,NA,10,NA,80,8,80,NA,NA
"4013",28,78,51,50,6,76,99,5,28,0,52,28,30,98,NA,"unfavorable"
"4014",NA,100,100,100,100,100,NA,NA,100,NA,NA,NA,100,100,NA,"favorable"
"4015",50,80,80,80,30,50,100,40,45,0,10,31,20,100,50,"unfavorable"
"4016",81,90,70,90,51,81,75,40,50,5,25,30,5,90,52,"unfavorable"
"4017",50,50,49,50,11,49,61,NA,20,NA,11,NA,NA,69,69,"strongly unfaborable"
"4018",89,66,94,90,80,79,31,95,91,83,2,92,95,64,0,"favorable"
"4019",51,100,50,50,50,100,51,50,50,0,50,50,50,100,0,"unfavorable"
"4020",10,93,12,20,1,50,92,48,1,1,9,1,60,89,NA,"strongly unfaborable"
"4021",100,100,100,100,100,100,100,66,100,80,41,100,51,80,0,"favorable"
"4022",96,98,91,97,91,98,100,48,75,95,10,50,45,100,5,"lightly favorable"
"4023",68,74,77,83,4,98,70,4,69,4,41,78,28,78,76,"lightly favorable"
"4024",94,90,97,100,88,99,51,100,91,80,40,100,81,90,0,"favorable"
"4025",99,99,99,99,99,99,100,90,91,3,55,99,25,99,19,"favorable"
"4026",86,96,88,77,8,96,99,1,68,1,36,42,31,99,93,"lightly favorable"
"4027",100,77,100,100,100,100,76,100,100,100,78,100,100,76,69,"favorable"
"4028",51,41,50,80,75,90,15,82,72,40,3,90,65,75,3,"lightly favorable"
"4029",NA,75,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,100,NA,NA
"4030",70,60,51,50,50,72,50,70,50,66,45,47,76,70,NA,"unfavorable"
"4031",76,79,75,78,76,75,22,78,78,53,NA,78,55,67,48,"favorable"
"4032",81,71,88,88,87,50,100,50,75,30,36,50,51,99,52,"lightly favorable"
"4033",50,30,18,84,19,32,80,30,31,20,19,51,28,70,30,"unfavorable"
"4034",50,51,51,50,50,51,0,51,51,0,1,50,51,2,0,"lightly favorable"
"4035",50,87,33,60,57,38,56,28,60,56,45,52,39,85,66,"lightly favorable"
"4036",90,90,90,90,90,90,80,40,70,0,80,100,30,99,30,"lightly favorable"
"4037",94,92,94,90,80,97,83,87,75,74,21,96,75,96,9,"lightly favorable"
"4038",50,50,50,50,50,50,50,50,55,40,20,56,46,70,0,"lightly favorable"
"4039",76,53,66,50,49,56,96,NA,56,NA,55,55,53,99,51,"lightly favorable"
"4040",75,86,90,70,46,57,75,1,40,7,6,6,50,71,55,"unfavorable"
"4041",97,99,94,66,NA,100,97,77,31,8,NA,46,16,98,2,"unfavorable"
"4042",81,100,100,98,86,99,NA,90,84,55,5,100,76,59,NA,"favorable"
"4043",78,75,100,79,88,100,100,0,100,0,50,50,0,100,50,"favorable"
"4044",50,50,50,50,50,50,50,50,50,50,0,50,45,0,0,"unfavorable"
"4045",100,98,100,80,100,100,100,100,97,38,9,98,47,100,2,"favorable"
"4046",91,63,92,94,95,92,72,78,90,78,1,95,52,54,1,"favorable"
"4047",54,75,77,77,10,79,88,8,74,0,79,3,0,29,11,"lightly favorable"
"4048",47,78,42,67,35,56,33,60,31,37,34,94,59,21,NA,"unfavorable"
"4049",63,91,58,84,33,80,87,10,55,NA,37,78,2,97,85,"lightly favorable"
"4050",53,98,51,68,33,72,98,51,44,78,38,11,72,84,46,"unfavorable"
"4051",50,91,50,50,41,90,90,2,50,0,50,79,50,90,NA,"unfavorable"
"4052",50,50,74,50,30,50,95,50,50,31,20,50,50,50,50,"unfavorable"
"4053",100,100,97,98,52,100,99,56,100,99,51,98,54,98,60,"favorable"
"4054",71,89,81,80,0,97,100,21,11,10,78,9,1,97,NA,"strongly unfaborable"
"4055",100,47,100,88,90,84,34,71,100,67,5,95,92,53,2,"favorable"
"4056",75,76,74,77,51,69,69,75,63,73,31,69,78,69,14,"lightly favorable"
"4057",45,66,80,85,50,80,84,80,90,61,11,78,21,70,6,"favorable"
"4058",94,76,92,95,89,96,50,97,97,80,4,99,73,94,10,"favorable"
"4059",100,100,100,100,100,100,100,100,99,0,51,100,21,98,NA,"favorable"
"4060",52,53,51,51,57,54,53,56,51,50,56,50,68,54,55,"lightly favorable"
"4061",40,55,60,60,20,60,40,25,45,40,10,80,50,55,0,"unfavorable"
"4062",52,77,50,76,49,78,77,53,78,13,29,54,100,91,10,"favorable"
"4063",99,88,97,100,53,99,47,72,25,2,25,100,50,73,4,"strongly unfaborable"
"4064",97,72,99,100,100,98,39,87,100,89,10,100,99,89,2,"favorable"
"4065",75,76,61,40,42,56,50,75,56,60,2,68,59,50,0,"lightly favorable"
"4066",10,100,30,35,0,0,60,0,10,0,5,10,50,90,100,"strongly unfaborable"
"4067",98,26,96,92,98,89,26,99,95,90,25,95,41,59,3,"favorable"
"4068",98,100,68,99,10,96,97,13,36,5,80,89,49,72,49,"unfavorable"
"4069",90,81,80,60,22,90,51,51,31,12,19,20,70,20,NA,"unfavorable"
"4070",95,41,94,100,90,52,52,96,97,99,2,98,100,36,0,"favorable"
"4071",36,85,61,89,30,90,91,85,59,11,30,41,12,50,NA,"lightly favorable"
"4072",61,61,58,82,55,76,89,40,50,22,52,52,40,92,53,"unfavorable"
"4073",100,100,100,100,99,100,51,100,99,100,11,100,51,100,0,"favorable"
"4074",84,NA,90,100,NA,100,NA,97,53,69,52,95,82,97,NA,"lightly favorable"
"4075",63,90,80,NA,51,90,29,55,50,NA,25,86,49,76,NA,"unfavorable"
"4076",50,50,20,30,50,50,30,30,20,10,0,50,10,30,20,"strongly unfaborable"
"4077",60,75,80,100,2,100,100,1,30,1,6,20,1,100,10,"unfavorable"
"4078",93,91,78,89,81,94,78,63,76,18,51,85,66,100,32,"favorable"
"4079",1,100,100,100,100,100,100,100,NA,NA,100,0,97,100,50,NA
"4080",25,99,50,50,2,49,50,20,0,2,50,3,1,99,NA,"strongly unfaborable"
"4081",26,76,NA,51,NA,76,29,NA,50,NA,28,NA,79,99,25,"unfavorable"
"4082",78,96,66,83,36,99,98,63,25,39,57,58,39,89,NA,"strongly unfaborable"
"4083",80,80,80,80,80,80,51,79,79,80,10,100,80,59,10,"favorable"
"4084",68,90,63,66,39,100,100,88,71,45,30,88,71,100,52,"lightly favorable"
"4085",100,100,100,100,NA,100,100,NA,100,NA,47,49,NA,100,49,"favorable"
"4086",90,60,90,70,70,95,60,30,90,45,70,95,30,90,5,"favorable"
"4087",78,50,79,84,50,79,96,5,77,3,70,31,0,99,50,"favorable"
"4088",88,100,NA,49,34,100,100,36,NA,44,44,100,100,77,NA,NA
"4089",29,100,26,51,0,83,100,28,27,NA,22,50,1,100,NA,"unfavorable"
"4090",90,51,91,94,60,76,97,90,94,70,11,56,98,51,0,"favorable"
"4091",50,49,5,3,3,50,50,50,2,50,50,4,50,85,50,"strongly unfaborable"
"4092",52,50,52,50,47,52,49,50,31,4,50,52,69,99,NA,"unfavorable"
"4093",NA,92,8,67,NA,96,92,3,3,NA,0,0,NA,NA,NA,"strongly unfaborable"
"4094",94,95,94,96,83,99,51,80,61,30,36,50,29,94,0,"lightly favorable"
"4095",80,76,80,78,50,83,80,56,78,76,5,73,87,55,2,"favorable"
"4096",85,75,74,95,75,97,64,80,76,55,6,100,54,62,0,"favorable"
"4097",79,81,81,79,61,80,95,26,81,11,30,80,4,98,30,"favorable"
"4098",100,100,100,100,100,100,100,0,72,6,54,50,30,100,1,"lightly favorable"
"4099",97,93,96,91,96,97,47,91,93,87,18,93,78,94,7,"favorable"
"4100",50,50,50,51,51,50,84,50,50,25,51,50,26,86,50,"unfavorable"
"4101",99,91,84,87,79,91,91,39,96,71,24,50,NA,91,95,"favorable"
"4102",81,78,81,85,65,95,59,36,67,51,10,95,92,60,1,"lightly favorable"
"4103",60,93,81,94,27,92,100,12,25,5,51,25,3,98,NA,"strongly unfaborable"
"4104",90,90,91,90,91,90,90,90,90,90,10,91,91,75,1,"favorable"
"4105",51,50,52,50,51,47,81,15,50,6,23,26,5,80,25,"unfavorable"
"4106",92,95,92,96,94,94,2,95,92,97,0,91,99,46,0,"favorable"
"4107",75,75,60,75,60,90,90,5,60,10,35,30,20,90,20,"lightly favorable"
"4108",61,74,0,35,6,80,100,100,0,18,32,52,31,90,NA,"strongly unfaborable"
"4109",90,90,89,85,60,90,91,3,90,2,59,90,3,100,11,"favorable"
"4110",45,80,50,60,41,70,81,17,41,2,30,51,43,91,71,"unfavorable"
"4111",67,55,86,90,90,90,89,74,90,89,50,90,90,90,11,"favorable"
"4112",100,99,100,99,51,99,100,49,48,4,5,99,4,99,50,"unfavorable"
"4113",90,81,92,100,71,93,10,80,80,100,35,90,100,36,0,"favorable"
"4114",15,50,46,50,0,59,0,8,0,0,18,100,39,95,0,"strongly unfaborable"
"4115",100,20,100,100,100,100,50,100,100,100,0,100,100,50,0,"favorable"
"4116",100,100,50,50,49,80,50,40,50,50,1,50,77,100,50,"unfavorable"
"4117",90,100,88,57,40,100,51,44,31,NA,47,92,63,100,99,"unfavorable"
"4118",99,98,98,97,NA,99,99,92,74,100,99,NA,96,100,52,"lightly favorable"
"4119",95,94,NA,95,2,95,96,46,28,NA,4,50,NA,NA,5,"unfavorable"
"4120",51,50,50,50,50,50,11,51,50,52,16,60,99,52,2,"unfavorable"
"4121",81,81,99,79,90,90,40,91,91,91,51,89,98,69,12,"favorable"
"4122",92,96,92,92,80,68,91,92,87,52,3,93,83,65,3,"favorable"
"4123",61,78,92,96,29,91,100,12,50,3,60,70,39,91,51,"unfavorable"
"4124",81,96,93,95,80,89,96,84,80,52,27,82,84,95,7,"favorable"
"4125",36,74,58,50,29,58,99,43,52,12,44,24,51,53,NA,"lightly favorable"
"4126",89,89,70,81,60,77,91,74,51,62,14,82,60,91,3,"lightly favorable"
"4127",89,93,91,94,25,98,96,52,72,3,71,94,40,97,43,"lightly favorable"
"4128",90,50,50,88,0,0,0,0,0,0,0,99,50,0,0,"strongly unfaborable"
"4129",80,100,78,77,50,100,100,41,72,30,31,3,31,91,30,"lightly favorable"
"4130",78,59,67,74,31,94,63,92,70,81,11,77,83,76,0,"lightly favorable"
"4131",81,88,41,71,8,93,75,46,28,3,73,88,6,95,NA,"unfavorable"
"4132",55,100,NA,100,1,70,100,11,45,0,31,50,1,76,NA,"unfavorable"
"4133",50,90,50,90,4,50,90,10,5,2,5,50,20,90,NA,"strongly unfaborable"
"4134",95,96,96,95,88,90,91,75,95,46,46,80,45,100,51,"favorable"
"4135",100,12,100,99,NA,92,49,19,NA,77,6,97,66,24,7,NA
"4136",90,75,80,100,90,100,20,100,95,75,0,100,100,80,0,"favorable"
"4137",51,50,51,50,50,50,51,50,99,80,11,51,100,51,0,"favorable"
"4138",61,91,71,91,10,90,80,25,50,1,51,51,51,98,50,"unfavorable"
"4139",50,50,50,51,50,50,50,26,51,2,50,50,27,100,50,"lightly favorable"
"4140",95,83,32,98,46,99,100,13,31,35,26,7,14,100,51,"unfavorable"
"4141",51,41,54,65,53,85,42,87,38,85,3,81,52,31,63,"unfavorable"
"4142",41,50,40,38,10,57,60,22,16,5,16,50,11,95,22,"strongly unfaborable"
"4143",100,50,100,100,71,100,100,NA,50,100,NA,NA,80,11,NA,"unfavorable"
"4144",60,61,60,60,50,80,59,59,61,50,51,57,61,60,22,"lightly favorable"
"4145",74,91,77,80,81,81,76,53,81,61,14,78,75,71,NA,"favorable"
"4146",52,49,51,51,50,51,50,25,51,9,50,51,45,86,19,"lightly favorable"
"4147",100,57,97,99,61,70,97,81,57,90,80,47,47,20,NA,"lightly favorable"
"4148",45,95,50,85,15,80,95,70,20,0,40,25,45,95,80,"strongly unfaborable"
"4149",67,99,56,80,NA,89,100,NA,20,NA,47,28,30,100,82,"strongly unfaborable"
"4150",6,21,4,4,2,37,2,20,6,4,6,72,9,45,5,"strongly unfaborable"
"4151",100,100,100,100,79,99,100,100,99,100,NA,100,75,100,100,"favorable"
"4152",99,99,96,97,31,99,100,51,76,61,61,100,70,98,19,"favorable"
"4153",71,44,77,81,65,75,57,40,65,45,41,47,38,79,30,"lightly favorable"
"4154",79,74,NA,67,76,87,35,33,76,72,31,51,NA,79,9,"favorable"
"4155",72,80,62,39,41,68,85,72,53,73,30,32,53,58,NA,"lightly favorable"
"4156",79,79,80,89,51,90,72,50,75,40,5,51,84,98,6,"lightly favorable"
"4157",98,97,94,97,93,100,100,19,83,7,70,90,9,99,74,"favorable"
"4158",13,14,98,99,28,99,99,NA,75,10,NA,77,53,100,51,"lightly favorable"
"4159",91,86,40,78,7,89,99,19,42,25,9,7,3,93,8,"unfavorable"
"4160",100,100,100,70,64,100,100,NA,83,NA,50,100,NA,100,77,"favorable"
"4161",92,84,81,80,76,88,94,59,41,10,54,84,35,98,NA,"unfavorable"
"4162",23,77,54,71,15,69,81,18,60,NA,53,53,27,100,NA,"lightly favorable"
"4163",100,100,100,100,6,100,100,30,75,0,100,95,6,95,6,"lightly favorable"
"4164",69,69,69,69,38,69,69,1,69,1,50,50,20,88,50,"lightly favorable"
"4165",50,90,25,50,0,90,90,0,0,0,21,50,0,100,50,"strongly unfaborable"
"4166",50,50,51,50,51,51,51,40,51,51,10,50,NA,78,NA,"lightly favorable"
"4167",85,100,100,100,72,100,100,30,80,NA,80,50,30,100,50,"favorable"
"4168",35,90,70,98,NA,90,78,30,50,NA,50,40,11,99,69,"unfavorable"
"4169",80,95,91,97,1,97,100,6,41,0,41,15,15,80,50,"unfavorable"
"4170",78,90,76,75,NA,75,91,51,80,90,31,81,100,28,NA,"favorable"
"4171",90,90,90,90,90,90,50,70,80,80,10,90,70,90,0,"favorable"
"4172",50,50,50,50,31,50,50,40,50,NA,40,50,30,84,50,"unfavorable"
"4173",81,81,81,80,51,80,80,2,81,3,60,50,2,95,6,"favorable"
"4174",15,95,5,67,35,86,95,95,10,95,11,80,96,65,NA,"strongly unfaborable"
"4175",41,60,40,50,40,61,31,60,56,41,40,50,90,97,20,"lightly favorable"
"4176",94,50,88,77,89,97,52,95,90,100,12,97,76,94,6,"favorable"
"4177",95,21,80,60,60,65,4,90,75,85,1,55,90,6,NA,"lightly favorable"
"4178",100,100,100,100,NA,100,100,NA,100,NA,NA,NA,NA,100,NA,"favorable"
"4179",77,96,56,50,54,56,90,58,50,54,50,59,60,88,50,"unfavorable"
"4180",81,96,48,52,7,50,90,26,11,0,9,0,NA,86,NA,"strongly unfaborable"
"4181",75,75,75,80,41,90,86,30,56,1,70,60,32,94,NA,"lightly favorable"
"4182",80,80,81,80,22,81,89,20,60,3,31,9,50,91,50,"lightly favorable"
"4183",58,100,91,75,18,98,97,NA,42,NA,NA,NA,NA,98,38,"unfavorable"
"4184",99,100,96,99,2,100,100,0,0,1,47,0,11,100,1,"strongly unfaborable"
"4185",100,100,100,100,100,100,100,100,100,100,29,100,100,65,0,"favorable"
"4186",94,67,81,61,93,90,96,23,13,13,61,41,20,99,63,"strongly unfaborable"
"4187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4188",91,90,14,48,15,56,98,33,10,16,NA,52,43,80,NA,"strongly unfaborable"
"4189",100,72,75,78,83,75,80,84,69,99,24,61,96,60,1,"lightly favorable"
"4190",91,55,91,95,84,94,47,100,96,69,6,90,100,40,2,"favorable"
"4191",91,91,79,79,11,89,91,30,81,0,89,80,5,94,90,"favorable"
"4192",78,69,47,53,47,76,41,35,72,59,5,90,52,43,45,"lightly favorable"
"4193",80,81,80,80,30,81,89,61,50,39,30,71,30,80,10,"unfavorable"
"4194",51,51,51,56,71,50,80,11,55,11,51,51,16,100,51,"lightly favorable"
"4195",50,50,50,50,0,50,100,0,50,0,0,1,0,50,50,"unfavorable"
"4196",99,91,99,99,96,99,81,96,99,97,3,100,88,79,0,"favorable"
"4197",88,97,77,93,81,98,97,53,73,12,50,92,77,91,52,"lightly favorable"
"4198",96,70,95,94,90,97,69,90,95,86,20,94,97,86,4,"favorable"
"4199",77,25,100,100,100,100,6,100,75,76,11,100,70,81,NA,"lightly favorable"
"4200",39,22,37,53,42,30,81,63,63,73,59,47,39,53,62,"lightly favorable"
"4201",21,81,33,40,11,82,91,9,37,13,32,50,62,53,41,"unfavorable"
"4202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4203",91,89,89,89,86,91,99,83,90,86,88,87,97,97,91,"favorable"
"4204",77,86,84,98,88,82,42,6,95,10,54,54,12,100,35,"favorable"
"4205",51,50,50,51,0,51,50,1,50,1,50,50,1,100,1,"unfavorable"
"4206",91,91,70,50,53,97,96,4,64,2,31,52,21,97,NA,"lightly favorable"
"4207",100,100,100,100,3,100,100,31,100,41,47,51,53,100,69,"favorable"
"4208",80,90,90,91,50,100,100,52,69,10,30,90,50,100,51,"lightly favorable"
"4209",50,75,70,80,25,75,75,50,80,0,0,99,20,50,0,"favorable"
"4210",50,75,80,80,50,75,91,30,52,0,30,50,11,90,50,"lightly favorable"
"4211",87,89,91,90,6,94,91,22,71,80,79,89,6,90,50,"lightly favorable"
"4212",59,60,60,71,45,56,42,64,66,55,11,67,84,54,8,"lightly favorable"
"4213",NA,100,48,41,NA,97,100,77,NA,1,44,82,NA,100,NA,NA
"4214",51,68,53,50,48,58,53,48,40,9,0,53,98,81,0,"unfavorable"
"4215",80,99,48,80,51,79,98,1,3,100,2,2,2,99,51,"strongly unfaborable"
"4216",91,90,90,71,65,90,95,60,97,79,31,50,81,95,NA,"favorable"
"4217",51,51,3,50,2,99,50,50,21,0,49,2,6,100,50,"strongly unfaborable"
"4218",85,87,75,84,50,98,100,76,86,26,50,50,51,98,86,"favorable"
"4219",79,100,19,19,30,50,98,64,3,50,40,50,50,98,50,"strongly unfaborable"
"4220",65,84,7,29,29,87,100,57,25,10,23,29,33,98,10,"strongly unfaborable"
"4221",84,80,83,83,80,93,73,84,72,82,0,83,85,72,0,"lightly favorable"
"4222",90,90,90,90,70,90,90,1,90,1,50,75,1,94,50,"favorable"
"4223",56,60,73,50,11,81,60,22,51,3,40,41,51,90,50,"lightly favorable"
"4224",91,69,1,5,2,53,88,75,1,55,31,77,4,79,5,"strongly unfaborable"
"4225",41,44,45,40,39,99,69,81,41,9,6,71,51,40,30,"unfavorable"
"4226",90,90,90,90,90,90,90,50,90,40,30,90,100,76,1,"favorable"
"4227",80,75,80,50,51,51,81,81,50,73,27,80,66,50,20,"unfavorable"
"4228",77,72,64,79,9,64,86,3,3,3,51,70,3,98,60,"strongly unfaborable"
"4229",92,90,90,93,20,100,100,22,25,5,40,50,20,100,50,"strongly unfaborable"
"4230",88,86,86,90,91,90,73,17,90,2,45,78,2,96,39,"favorable"
"4231",100,100,100,100,100,100,100,53,100,1,9,94,7,100,18,"favorable"
"4232",23,40,21,95,71,69,63,47,95,5,2,38,59,80,50,"favorable"
"4233",70,81,85,70,44,80,75,43,66,13,50,41,81,91,1,"lightly favorable"
"4234",99,86,88,82,86,90,100,87,87,98,49,93,81,85,44,"favorable"
"4235",100,100,100,100,95,100,100,100,100,100,66,100,100,100,72,"favorable"
"4236",92,97,92,88,75,96,96,NA,68,100,NA,56,70,98,NA,"lightly favorable"
"4237",100,100,100,100,40,100,100,0,50,0,25,50,20,100,50,"unfavorable"
"4238",96,50,96,93,98,100,90,100,92,89,NA,94,100,90,NA,"favorable"
"4239",100,100,100,100,90,100,100,50,80,41,66,100,36,70,26,"favorable"
"4240",91,90,75,69,88,72,88,91,91,82,10,89,90,87,3,"favorable"
"4241",65,84,56,70,52,66,90,77,5,4,5,72,86,56,10,"strongly unfaborable"
"4242",31,68,53,42,21,66,79,6,20,2,13,30,31,53,9,"strongly unfaborable"
"4243",81,50,76,99,74,99,37,93,86,80,32,98,99,83,0,"favorable"
"4244",50,70,70,50,81,70,50,39,50,30,21,51,75,80,NA,"unfavorable"
"4245",72,100,NA,NA,NA,NA,NA,64,NA,91,NA,NA,NA,85,NA,NA
"4246",99,73,100,100,100,99,77,100,100,99,50,100,94,64,0,"favorable"
"4247",88,44,82,80,50,50,28,88,80,98,5,100,100,51,1,"favorable"
"4248",70,72,76,75,12,75,100,0,62,0,10,2,9,100,71,"lightly favorable"
"4249",75,85,78,76,80,80,90,59,71,26,54,76,100,100,9,"lightly favorable"
"4250",56,66,50,40,2,50,51,50,1,21,20,50,5,60,0,"strongly unfaborable"
"4251",25,100,60,95,1,100,100,3,60,1,81,1,1,100,25,"lightly favorable"
"4252",86,100,100,81,82,87,49,100,100,90,3,100,74,87,17,"favorable"
"4253",15,55,19,9,18,23,32,28,10,21,20,49,20,66,42,"strongly unfaborable"
"4254",88,NA,NA,73,91,99,85,85,51,90,NA,93,NA,100,87,"lightly favorable"
"4255",91,91,94,56,NA,100,94,9,51,NA,93,51,NA,100,50,"lightly favorable"
"4256",60,85,64,81,37,77,71,3,65,1,50,75,2,85,50,"lightly favorable"
"4257",74,81,59,84,40,84,91,22,50,1,45,40,7,96,50,"unfavorable"
"4258",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,100,NA,NA
"4259",99,50,79,92,70,71,40,86,83,97,9,98,69,56,0,"favorable"
"4260",100,100,100,100,50,100,80,1,50,50,26,50,10,90,10,"unfavorable"
"4261",100,100,100,100,100,100,100,26,100,44,20,100,NA,59,NA,"favorable"
"4262",60,50,55,75,64,60,15,46,60,61,1,75,80,70,NA,"lightly favorable"
"4263",100,100,99,99,99,98,99,100,98,100,NA,100,100,70,NA,"favorable"
"4264",100,59,100,100,100,100,52,100,88,100,NA,100,100,92,1,"favorable"
"4265",75,56,80,84,100,90,100,90,30,100,10,1,95,41,4,"unfavorable"
"4266",77,71,53,90,25,79,80,94,78,42,10,81,1,94,NA,"favorable"
"4267",52,69,53,56,0,61,71,0,0,1,35,6,20,70,21,"strongly unfaborable"
"4268",3,46,10,76,6,98,35,0,3,0,26,12,0,88,69,"strongly unfaborable"
"4269",82,74,27,98,32,38,34,60,98,75,26,9,58,70,72,"favorable"
"4270",NA,50,89,86,52,88,NA,90,80,84,0,100,53,76,NA,"favorable"
"4271",85,85,85,85,85,95,81,90,90,85,0,85,95,40,0,"favorable"
"4272",100,100,100,100,100,100,24,100,100,100,2,100,100,81,0,"favorable"
"4273",72,87,88,77,50,52,51,52,76,0,25,43,24,100,1,"favorable"
"4274",65,51,51,65,70,73,50,80,49,50,25,100,92,91,5,"unfavorable"
"4275",34,60,44,69,10,71,51,20,40,10,21,49,70,79,51,"unfavorable"
"4276",59,35,52,80,76,50,50,98,52,74,16,70,63,96,3,"lightly favorable"
"4277",50,50,50,50,50,50,50,100,50,90,6,50,90,50,0,"unfavorable"
"4278",93,93,91,91,77,93,78,77,94,10,13,76,88,97,3,"favorable"
"4279",90,90,90,90,90,90,90,50,90,0,0,90,75,50,0,"favorable"
